participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
414	law	United States of America	men	Preoccupied with paying off his son's debts, Marshall Law didn't realize how many of his students had quit his dojo until it was almost too late. With a large sum still to repay, Law was running out of ideas. As a last resort, he decided to search for a capable fighter to run the dojo. He asked his friend Paul if he knew anyone, and in his usual manner, Paul said he himself would be the perfect candidate. However, thinking that the dojo would go bust in half a day if Paul took control, Law politely refused. Instead, he put the word out that if any strong fighters wanted to try out for the job, they should come and prove their skills in combat. Challenger after challenger appeared, but none of them were good enough for Law. Then, one day, Law heard a rumor that a martial artist living in rural China was set to be the next God Fist master. Seeing this as his best chance yet, Law set off for his ancestral homeland.	There's gotta be some way i can make some money off this!	Dominance	He enters the first King of Iron Fist Tournament in hopes of opening his own dojo with the winnings.	yes	yes	18-24	technical	both	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	African American	American + Black	American	US American		4	1	2	6	1	4	2	4	3	2	4	6	2	4	2	3	4	5	1	5	3	5	2	4	2	4	4
414	balrog	United States of America	men	As one of the four kings of Shadaloo, Balrog is a remorseless boxer who loves money, women, and bourbon. As long as Shadaloo continue to provide him with all three, he will fight for them.	There's no escape!	For Duty	He is a greedy American boxer and personal bodyguard to M. Bison.	yes	yes	18-24	technical	both	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	African American	American + Black	American	US American		6	3	4	4	1	4	5	7	4	2	6	3	1	5	5	6	3	1	5	6	4	4	2	4	2	2	4
439	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	18-24	bachelors	sfv	sfv	yes	yes	weekly	often	often	English				Female	Female	Caucasian, White	White	Usa	US American	No	3	1	7	6	5	3	5	7	5	3	5	5	1	6	3	3	3	2	5	3	7	3	3	5	2	2	5
439	abigail	Canada	men	Standing eight feet tall, Abigail is the tallest character in Street Fighter history. He's a former boss of the Mad Gear gang, and has a fanatical obsession with cars.	Vroom! Vroom! Vroom! Rrrrt! Ha ha ha!	Antisocial	He supposedly renounced his life of crime and started a mechanic's garage.	yes	yes	18-24	bachelors	sfv	sfv	yes	yes	weekly	often	often	English				Female	Female	Caucasian, White	White	Usa	US American	No	3	6	2	1	7	2	6	7	6	7	1	6	7	6	6	2	2	1	6	2	1	1	7	2	2	6	6
439	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	yes	yes	18-24	bachelors	sfv	sfv	yes	yes	weekly	often	often	English				Female	Female	Caucasian, White	White	Usa	US American	No	3	2	6	6	2	2	2	2	2	6	2	2	2	6	1	6	6	6	6	6	6	6	2	7	6	2	5
439	law	United States of America	men	Preoccupied with paying off his son's debts, Marshall Law didn't realize how many of his students had quit his dojo until it was almost too late. With a large sum still to repay, Law was running out of ideas. As a last resort, he decided to search for a capable fighter to run the dojo. He asked his friend Paul if he knew anyone, and in his usual manner, Paul said he himself would be the perfect candidate. However, thinking that the dojo would go bust in half a day if Paul took control, Law politely refused. Instead, he put the word out that if any strong fighters wanted to try out for the job, they should come and prove their skills in combat. Challenger after challenger appeared, but none of them were good enough for Law. Then, one day, Law heard a rumor that a martial artist living in rural China was set to be the next God Fist master. Seeing this as his best chance yet, Law set off for his ancestral homeland.	There's gotta be some way i can make some money off this!	Dominance	He enters the first King of Iron Fist Tournament in hopes of opening his own dojo with the winnings.	yes	yes	18-24	bachelors	sfv	sfv	yes	yes	weekly	often	often	English				Female	Female	Caucasian, White	White	Usa	US American	No	3	2	6	3	3	3	3	2	2	6	2	3	5	6	3	5	5	6	5	5	3	5	5	5	5	3	5
439	balrog	United States of America	men	As one of the four kings of Shadaloo, Balrog is a remorseless boxer who loves money, women, and bourbon. As long as Shadaloo continue to provide him with all three, he will fight for them.	There's no escape!	For Duty	He is a greedy American boxer and personal bodyguard to M. Bison.	yes	yes	18-24	bachelors	sfv	sfv	yes	yes	weekly	often	often	English				Female	Female	Caucasian, White	White	Usa	US American	No	3	5	2	2	6	2	6	7	6	7	2	6	5	6	5	2	3	2	6	2	3	3	6	2	2	2	5
478	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	yes	yes	25-34	bachelors	both	sfv	yes		weekly	often	occasionally	Tamil	English	Hindi		Male	Male	Asian	Asian	India	Indian		4	4	5	4	3	4	6	5	5	6	6	6	4	5	6	5	6	6	5	5	5	5	5	6	3	5	6
478	kazumi	Japan	women	Kazumi Mishima, wife of Heihachi Mishima, is well versed in Hachijyo Karate. She was childhood friends with her husband Heihachi and eventually they fell in love. Through their love they birthed a healthy young boy. Fast forward a few years later, Heihachi would become the head of a huge organization called the Mishima Zaibatsu, with plans to conquer the world. Kazumi loved Heihachi unconditionally, but at the same time he was beginning to feel dangerous. In this state, Heihachi threw the world into a war and Kazumi took it upon herself to stop him.	I will teach you the meaning of fear.	Save the World	She married to Heihachi because her clan foresaw his attempted world domination in the future and sent her to kill him.	yes	yes	25-34	bachelors	both	sfv	yes		weekly	often	occasionally	Tamil	English	Hindi		Male	Male	Asian	Asian	India	Indian		5	5	6	4	5	4	4	5	5	5	6	6	5	6	5	5	3	6	5	5	6	4	3	3	5	6	5
478	akuma	Japan	men	First appearing in Super Street Fighter II Turbo as a secret boss, Akuma remains one of the most powerful characters in the Street Fighter universe. Unlike Ryu and Ken, he embraces the killing intent of the Satsu no Hado.	Hmph. So it's you…	Dominance	He is an emotionless and powerful warrior fixated on mastering the Satsui no Hado.	yes	yes	25-34	bachelors	both	sfv	yes		weekly	often	occasionally	Tamil	English	Hindi		Male	Male	Asian	Asian	India	Indian		4	5	4	5	5	5	5	4	5	5	4	5	5	5	5	3	6	5	6	4	4	6	6	5	5	4	6
478	guile	United States of America	men	If you know anything about Street Fighter, chances are you've come across this all-American air force pilot and his flat-top haircut before. Guile returns in Street Fighter V seeking a comrade he previously believed dead.	No need for talk. Let's do this!	For Duty	He is a major in the United States Air Force whose goal is to finish the criminal organization Shadaloo.	yes	yes	25-34	bachelors	both	sfv	yes		weekly	often	occasionally	Tamil	English	Hindi		Male	Male	Asian	Asian	India	Indian		5	6	5	5	4	5	3	4	6	3	5	5	5	6	3	5	5	6	6	4	6	5	5	5	6	5	4
478	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	yes	yes	25-34	bachelors	both	sfv	yes		weekly	often	occasionally	Tamil	English	Hindi		Male	Male	Asian	Asian	India	Indian		6	6	6	6	5	4	4	5	5	5	4	5	4	6	5	5	4	4	5	4	3	5	6	4	6	5	4
234	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	YES	yes	25-34	masters	both	both	yes	yes	daily	often	occasionally	Tamil	English	Na		Male	Male	Na	Unknown	Indai	Indian	i like tha survey	6	6	5	5	7	6	5	6	7	5	6	6	6	5	6	6	6	7	7	5	7	6	6	7	6	5	6
234	kazumi	Japan	women	Kazumi Mishima, wife of Heihachi Mishima, is well versed in Hachijyo Karate. She was childhood friends with her husband Heihachi and eventually they fell in love. Through their love they birthed a healthy young boy. Fast forward a few years later, Heihachi would become the head of a huge organization called the Mishima Zaibatsu, with plans to conquer the world. Kazumi loved Heihachi unconditionally, but at the same time he was beginning to feel dangerous. In this state, Heihachi threw the world into a war and Kazumi took it upon herself to stop him.	I will teach you the meaning of fear.	Save the World	She married to Heihachi because her clan foresaw his attempted world domination in the future and sent her to kill him.	YES	yes	25-34	masters	both	both	yes	yes	daily	often	occasionally	Tamil	English	Na		Male	Male	Na	Unknown	Indai	Indian	i like tha survey	4	2	2	7	4	4	6	6	4	6	7	4	5	3	3	5	5	7	3	5	6	3	5	2	3	6	7
234	akuma	Japan	men	First appearing in Super Street Fighter II Turbo as a secret boss, Akuma remains one of the most powerful characters in the Street Fighter universe. Unlike Ryu and Ken, he embraces the killing intent of the Satsu no Hado.	Hmph. So it's you…	Dominance	He is an emotionless and powerful warrior fixated on mastering the Satsui no Hado.	YES	yes	25-34	masters	both	both	yes	yes	daily	often	occasionally	Tamil	English	Na		Male	Male	Na	Unknown	Indai	Indian	i like tha survey	5		4	5	3	4	5	6	6	5	5	5	6	7	2	4	4	5	3		4		4	4	6	7	5
234	guile	United States of America	men	If you know anything about Street Fighter, chances are you've come across this all-American air force pilot and his flat-top haircut before. Guile returns in Street Fighter V seeking a comrade he previously believed dead.	No need for talk. Let's do this!	For Duty	He is a major in the United States Air Force whose goal is to finish the criminal organization Shadaloo.	YES	yes	25-34	masters	both	both	yes	yes	daily	often	occasionally	Tamil	English	Na		Male	Male	Na	Unknown	Indai	Indian	i like tha survey	3	7	6	7	6	5	4	6	2	6	5	3	7	2	5	2	3	7	6	4	6	5	7	4	6	7	7
234	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	YES	yes	25-34	masters	both	both	yes	yes	daily	often	occasionally	Tamil	English	Na		Male	Male	Na	Unknown	Indai	Indian	i like tha survey	6	6	7	4	7	6	4	3	6	1		5	3	5	6	5	5	4	5	7	4	6	2	5	6	5	4
526	f_a_n_g	China	men	Rounding off the quartet of new combatants in Street Fighter V is F.A.N.G. This assassin works for Shadaloo as M. Bison’s second in command.	Two minutes! I'll finish you in two minutes!	For Duty	He is the second-in-command of Shadaloo, ranking only below M. Bison in the hierarchy.	yes	yes	35-44	bachelors	both	both	yes	yes	monthly	often	often	English				Female	Female	White	White	American	US American		6	7	1	2	1	7	6	3	6	1	7	7	6	1	4	4	2	5	1	1	2	7	2	1	1	1	1
526	kazumi	Japan	women	Kazumi Mishima, wife of Heihachi Mishima, is well versed in Hachijyo Karate. She was childhood friends with her husband Heihachi and eventually they fell in love. Through their love they birthed a healthy young boy. Fast forward a few years later, Heihachi would become the head of a huge organization called the Mishima Zaibatsu, with plans to conquer the world. Kazumi loved Heihachi unconditionally, but at the same time he was beginning to feel dangerous. In this state, Heihachi threw the world into a war and Kazumi took it upon herself to stop him.	I will teach you the meaning of fear.	Save the World	She married to Heihachi because her clan foresaw his attempted world domination in the future and sent her to kill him.	yes	yes	35-44	bachelors	both	both	yes	yes	monthly	often	often	English				Female	Female	White	White	American	US American		6		5	7	1	7	5	1	2	4	4	1	2	1	2	4	5	7	1	6	6	7	1	5	2	1	1
